Paper-ID,Title,url,Year,Venue,Authors,Type of Data,Type of Problem,Type of Model to be Explained,Type of Task,Type of Explanation,Method used to explain,Should the paper be included?,Should the paper be included with filter?
acl/MorencyCPLZ18,Multimodal Language Analysis in the Wild - CMU-MOSEI Dataset and Interpretable Dynamic Fusion Graph.,https://www.aclweb.org/anthology/P18-1208/,2018,ACL,"Amir Zadeh 0001, Paul Pu Liang, Soujanya Poria, Erik Cambria, Louis-Philippe Morency","Text, Video, Time series",Outcome Explanation,(Deep) Neural Network,Classification,"Feature Importance, Feature plot",Interpretability built into the predictive model,Yes,Yes
acl/SchutzeRP18,Evaluating neural network explanation methods using hybrid documents and morphosyntactic agreement.,https://www.aclweb.org/anthology/P18-1032/,2018,ACL,"Nina Pörner, Hinrich Schütze, Benjamin Roth 0001",Text,Outcome Explanation,(Deep) Neural Network,Classification,Feature Importance,Post-hoc explanation method,Yes,Yes
cvpr/ChuangL0F18,Learning to Act Properly - Predicting and Explaining Affordances From Images.,http://openaccess.thecvf.com/content_cvpr_2018/html/Chuang_Learning_to_Act_CVPR_2018_paper.html,2018,CVPR,"Ching-Yao Chuang, Jiaman Li, Antonio Torralba 0001, Sanja Fidler","Images, Text",Outcome Explanation,(Deep) Neural Network,Classification,"Localization, Text",Interpretability built into the predictive model,Yes,Yes
cvpr/FongV18,Net2Vec - Quantifying and Explaining How Concepts Are Encoded by Filters in Deep Neural Networks.,http://openaccess.thecvf.com/content_cvpr_2018/html/Fong_Net2Vec_Quantifying_and_CVPR_2018_paper.html,2018,CVPR,"Ruth Fong, Andrea Vedaldi",Images,Model Inspection,(Deep) Neural Network,Classification,"Localization, Prototypes",Post-hoc explanation method,Yes,Yes
cvpr/MascharkaTSM18,Transparency by Design - Closing the Gap Between Performance and Interpretability in Visual Reasoning.,http://openaccess.thecvf.com/content_cvpr_2018/html/Mascharka_Transparency_by_Design_CVPR_2018_paper.html,2018,CVPR,"David Mascharka, Philip Tran, Ryan Soklaski, Arjun Majumdar","Images, Text",Transparent Box Design,(Deep) Neural Network,Question Answering,Heatmap,Interpretability built into the predictive model,Yes,Yes
cvpr/ParkHARSDR18,Multimodal Explanations - Justifying Decisions and Pointing to the Evidence.,http://openaccess.thecvf.com/content_cvpr_2018/html/Park_Multimodal_Explanations_Justifying_CVPR_2018_paper.html,2018,CVPR,"Dong Huk Park, Lisa Anne Hendricks, Zeynep Akata, Anna Rohrbach, Bernt Schiele, Trevor Darrell, Marcus Rohrbach","Images, Text",Outcome Explanation,(Deep) Neural Network,Question Answering,"Heatmap, Localization, Text",Post-hoc explanation method,Yes,Yes
cvpr/WangS0H18,Interpret Neural Networks by Identifying Critical Data Routing Paths.,http://openaccess.thecvf.com/content_cvpr_2018/html/Wang_Interpret_Neural_Networks_CVPR_2018_paper.html,2018,CVPR,"Yulong Wang, Hang Su 0006, Bo Zhang 0010, Xiaolin Hu 0001",Images,Outcome Explanation,(Deep) Neural Network,Classification,Other,Post-hoc explanation method,Yes,Yes
cvpr/WuLCJL18,Interpretable Video Captioning via Trajectory Structured Localization.,http://openaccess.thecvf.com/content_cvpr_2018/html/Wu_Interpretable_Video_Captioning_CVPR_2018_paper.html,2018,CVPR,"Xian Wu, Guanbin Li, Qingxing Cao, Qingge Ji, Liang Lin",Video,Transparent Box Design,(Deep) Neural Network,Generation,Localization,Interpretability built into the predictive model,Yes,Yes
cvpr/ZhangWZ18a,Interpretable Convolutional Neural Networks.,http://openaccess.thecvf.com/content_cvpr_2018/html/Zhang_Interpretable_Convolutional_Neural_CVPR_2018_paper.html,2018,CVPR,"Quanshi Zhang, Ying Nian Wu, Song-Chun Zhu",Images,Model Inspection,(Deep) Neural Network,Classification,"Disentanglement, Heatmap, Localization",Interpretability built into the predictive model,Yes,Yes
cvpr/ZhangXWXY18,DeepVoting - A Robust and Explainable Deep Network for Semantic Part Detection Under Partial Occlusion.,http://openaccess.thecvf.com/content_cvpr_2018/html/Zhang_DeepVoting_A_Robust_CVPR_2018_paper.html,2018,CVPR,"Zhishuai Zhang, Cihang Xie, Jianyu Wang, Lingxi Xie, Alan L. Yuille",Images,Outcome Explanation,(Deep) Neural Network,Classification,"Heatmap, Localization, Prototypes",Interpretability built into the predictive model,Yes,Yes
icdm/JhaWXZ18,Interpretable Word Embeddings for Medical Domain.,https://doi.org/10.1109/ICDM.2018.00135,2018,ICDM,"Kishlay Jha, Yaqing Wang, Guangxu Xun, Aidong Zhang",Text,Model Inspection,(Deep) Neural Network,Representation learning,Disentanglement,Post-hoc explanation method,Yes,Yes
icdm/KarlssonRPG18,Explainable Time Series Tweaking via Irreversible and Reversible Temporal Transformations.,https://doi.org/10.1109/ICDM.2018.00036,2018,ICDM,"Isak Karlsson, Jonathan Rebane, Panagiotis Papapetrou, Aristides Gionis",Time series,Outcome Explanation,Tree Ensemble,Classification,Representation Synthesis,Post-hoc explanation method,Yes,Yes
icdm/WangCYWW018,A Reinforcement Learning Framework for Explainable Recommendation.,https://doi.org/10.1109/ICDM.2018.00074,2018,ICDM,"Xiting Wang, Yiru Chen, Jie Yang, Le Wu, Zhengtao Wu, Xing Xie 0001",User-item matrix,Outcome Explanation,"(Deep) Neural Network, Any (for a specific task); model-agnostic",Recommendation,Text,Post-hoc explanation method,Yes,Yes
iclr/KindermansSAMEK18,Learning how to explain neural networks - PatternNet and PatternAttribution.,https://openreview.net/forum?id=Hkn7CBaTW,2018,ICLR,"Pieter-Jan Kindermans, Kristof T. Schütt, Maximilian Alber, Klaus-Robert Müller, Dumitru Erhan, Been Kim, Sven Dähne","Images, Any",Outcome Explanation,(Deep) Neural Network,Classification,Heatmap,Post-hoc explanation method,Yes,Yes
iclr/ShuXS18,Hierarchical and Interpretable Skill Acquisition in Multi-task Reinforcement Learning.,https://openreview.net/forum?id=SJJQVZW0b,2018,ICLR,"Tianmin Shu, Caiming Xiong, Richard Socher",Images,Transparent Box Design,Other,Policy learning,"Graph, Text",Interpretability built into the predictive model,Yes,Yes
iclr/TrottXS18,Interpretable Counting for Visual Question Answering.,https://openreview.net/forum?id=S1J2ZyZ0Z,2018,ICLR,"Alexander Trott, Caiming Xiong, Richard Socher","Images, Text",Outcome Explanation,(Deep) Neural Network,Question Answering,Localization,Interpretability built into the predictive model,Yes,Yes
icml/AdelGW18,Discovering Interpretable Representations for Both Deep Generative and Discriminative Models.,http://proceedings.mlr.press/v80/adel18a.html,2018,ICML,"Tameem Adel, Zoubin Ghahramani, Adrian Weller",Images,Model Inspection,(Deep) Neural Network,"Classification, Representation learning",Disentanglement,Post-hoc explanation method,Yes,Yes
icml/AinsworthFLF18,oi-VAE - Output Interpretable VAEs for Nonlinear Group Factor Analysis.,http://proceedings.mlr.press/v80/ainsworth18a.html,2018,ICML,"Samuel K. Ainsworth, Nicholas J. Foti, Adrian K. C. Lee, Emily B. Fox","Images, Video, Time series",Model Inspection,(Deep) Neural Network,Generation,Disentanglement,Interpretability built into the predictive model,Yes,Yes
icml/KimWGCWVS18,Interpretability Beyond Feature Attribution - Quantitative Testing with Concept Activation Vectors (TCAV).,http://proceedings.mlr.press/v80/kim18d.html,2018,ICML,"Been Kim, Martin Wattenberg, Justin Gilmer, Carrie J. Cai, James Wexler, Fernanda B. Viégas, Rory Sayres",Images,Model Inspection,(Deep) Neural Network,Classification,"Feature Importance, Heatmap, Prototypes, Representation Synthesis",Post-hoc explanation method,Yes,Yes
icml/VermaMSKC18,Programmatically Interpretable Reinforcement Learning.,http://proceedings.mlr.press/v80/verma18a.html,2018,ICML,"Abhinav Verma, Vijayaraghavan Murali, Rishabh Singh, Pushmeet Kohli, Swarat Chaudhuri",Time series,Model Explanation,(Deep) Neural Network,Policy learning,Decision Rules,Post-hoc explanation method,Yes,Yes
ijcai/HuJCC18,Interpretable Recommendation via Attraction Modeling - Learning Multilevel Attractiveness over Multimodal Movie Contents.,https://doi.org/10.24963/ijcai.2018/472,2018,IJCAI,"Liang Hu 0004, Songlei Jian, Longbing Cao, Qingkui Chen","Tabular / structured, Text, User-item matrix",Outcome Explanation,Other,Recommendation,Feature Importance,Interpretability built into the predictive model,Yes,Yes
ijcai/LabreucheF18,Explaining Multi-Criteria Decision Aiding Models with an Extended Shapley Value.,https://doi.org/10.24963/ijcai.2018/46,2018,IJCAI,"Christophe Labreuche, Simon Fossier",Tabular / structured,"Model Inspection, Outcome Explanation",Bayesian or Hierarchical Network,Other,Feature Importance,Post-hoc explanation method,Yes,Yes
ijcai/LiuSH18,Contextual Outlier Interpretation.,https://doi.org/10.24963/ijcai.2018/341,2018,IJCAI,"Ninghao Liu, Donghwa Shin, Xia Hu","Tabular / structured, Images",Outcome Explanation,"(Deep) Neural Network, Support Vector Machine, Any (for a specific task); model-agnostic",Anomaly detection,"Localization, Prototypes, Other",Post-hoc explanation method,Yes,Yes
ijcai/LuoAPWZYH18,Beyond Polarity - Interpretable Financial Sentiment Analysis with Hierarchical Query-driven Attention.,https://doi.org/10.24963/ijcai.2018/590,2018,IJCAI,"Ling Luo, Xiang Ao, Feiyang Pan, Jin Wang 0007, Tong Zhao, Ningzi Yu, Qing He 0003",Text,Outcome Explanation,(Deep) Neural Network,Classification,Feature Importance,Interpretability built into the predictive model,Yes,Yes
ijcai/RagoCT18,Argumentation-Based Recommendations - Fantastic Explanations and How to Find Them.,https://doi.org/10.24963/ijcai.2018/269,2018,IJCAI,"Antonio Rago 0001, Oana Cocarascu, Francesca Toni",User-item matrix,Outcome Explanation,Other,Recommendation,"Feature Importance, Graph",Interpretability built into the predictive model,Yes,Yes
ijcai/SatoSS018,Interpretable Adversarial Perturbation in Input Embedding Space for Text.,https://doi.org/10.24963/ijcai.2018/601,2018,IJCAI,"Motoki Sato, Jun Suzuki, Hiroyuki Shindo, Yuji Matsumoto 0001",Text,Model Inspection,(Deep) Neural Network,Generation,"Prototypes, Text",Interpretability built into the predictive model,Yes,Yes
ijcai/ShihCD18,A Symbolic Approach to Explaining Bayesian Network Classifiers.,https://doi.org/10.24963/ijcai.2018/708,2018,IJCAI,"Andy Shih, Arthur Choi, Adnan Darwiche",Tabular / structured,"Model Explanation, Outcome Explanation",Bayesian or Hierarchical Network,Classification,"Localization, White-box model",Post-hoc explanation method,Yes,Yes
kdd/BaiZEV18,Interpretable Representation Learning for Healthcare via Capturing Disease Progression through Time.,https://doi.org/10.1145/3219819.3219904,2018,KDD,"Tian Bai, Shanshan Zhang, Brian L. Egleston, Slobodan Vucetic","Text, Time series","Model Inspection, Outcome Explanation",(Deep) Neural Network,Classification,Feature Importance,Interpretability built into the predictive model,Yes,Yes
kdd/ChuHHWP18,Exact and Consistent Interpretation for Piecewise Linear Neural Networks - A Closed Form Solution.,https://doi.org/10.1145/3219819.3220063,2018,KDD,"Lingyang Chu, Xia Hu, Juhua Hu, Lanjun Wang, Jian Pei","Tabular / structured, Images",Model Inspection,(Deep) Neural Network,Classification,"Heatmap, White-box model",Post-hoc explanation method,Yes,Yes
kdd/DuLSH18,Towards Explanation of DNN-based Prediction with Guided Feature Inversion.,https://doi.org/10.1145/3219819.3220099,2018,KDD,"Mengnan Du, Ninghao Liu, Qingquan Song, Xia Hu",Images,Outcome Explanation,(Deep) Neural Network,Classification,Heatmap,Post-hoc explanation method,Yes,Yes
kdd/Janakiraman18,Explaining Aviation Safety Incidents Using Deep Temporal Multiple Instance Learning.,https://doi.org/10.1145/3219819.3219871,2018,KDD,Vijay Manikandan Janakiraman,Time series,Outcome Explanation,(Deep) Neural Network,Classification,"Localization, Text",Post-hoc explanation method,Yes,Yes
kdd/LiuHLH18,On Interpretation of Network Embedding via Taxonomy Induction.,https://doi.org/10.1145/3219819.3220001,2018,KDD,"Ninghao Liu, Xiao Huang 0001, Jundong Li, Xia Hu","Graph data, Other",Model Inspection,"(Deep) Neural Network, Any (for a specific task); model-agnostic",Classification,"Graph, Representation Visualization, Feature Importance",Post-hoc explanation method,Yes,Yes
kdd/LiuYH18,Adversarial Detection with Model Interpretation.,https://doi.org/10.1145/3219819.3220027,2018,KDD,"Ninghao Liu, Hongxia Yang, Xia Hu","Text, Any",Outcome Explanation,"(Deep) Neural Network, Tree Ensemble, Support Vector Machine, Any (for a specific task); model-agnostic, Logistic Regression",Classification,White-box model,Post-hoc explanation method,Yes,Yes
kdd/WangWLW18,Multilevel Wavelet Decomposition Network for Interpretable Time Series Analysis.,https://doi.org/10.1145/3219819.3220060,2018,KDD,"Jingyuan Wang, Ze Wang, Jianfeng Li, Junjie Wu 0001",Time series,Model Inspection,(Deep) Neural Network,"Classification, Regression",Heatmap,Post-hoc explanation method,Yes,Yes
kdd/YangSJ018,I Know You'll Be Back - Interpretable New User Clustering and Churn Prediction on a Mobile Social Application.,https://doi.org/10.1145/3219819.3219821,2018,KDD,"Carl Yang, Xiaolin Shi, Luo Jie, Jiawei Han 0001","Time series, Graph data",Model Inspection,(Deep) Neural Network,"Clustering, Classification","Feature Importance, Representation Visualization",Interpretability built into the predictive model,Yes,Yes
kdd/ZangC018,Learning and Interpreting Complex Distributions in Empirical Data.,https://doi.org/10.1145/3219819.3220073,2018,KDD,"Chengxi Zang, Peng Cui 0001, Wenwu Zhu 0001","Tabular / structured, Time series",Transparent Box Design,Other,Regression,White-box model,Interpretability built into the predictive model,Yes,Yes
nips/CamburuRLB18,e-SNLI - Natural Language Inference with Natural Language Explanations.,https://proceedings.neurips.cc/paper/2018/hash/4c7a167bb329bd92580a99ce422d6fa6-Abstract.html,2018,NeurIPS,"Oana-Maria Camburu, Tim Rocktäschel, Thomas Lukasiewicz, Phil Blunsom",Text,Outcome Explanation,(Deep) Neural Network,Classification,Text,Supervised explanation training,Yes,Yes
nips/GuoHTXL18,Explaining Deep Learning Models - A Bayesian Non-parametric Approach.,https://proceedings.neurips.cc/paper/2018/hash/4b4edc2630fe75800ddc29a7b4070add-Abstract.html,2018,NeurIPS,"Wenbo Guo 0002, Sui Huang, Yunzhe Tao, Xinyu Xing, Lin Lin",Images,"Model Inspection, Outcome Explanation",(Deep) Neural Network,Classification,"Heatmap, Localization",Post-hoc explanation method,Yes,Yes
nips/GuptaBCC18,Diminishing Returns Shape Constraints for Interpretability and Regularization.,https://proceedings.neurips.cc/paper/2018/hash/caa202034f268232c26fac9435f54e15-Abstract.html,2018,NeurIPS,"Maya R. Gupta, Dara Bahri, Andrew Cotter, Kevin Robert Canini",Tabular / structured,Transparent Box Design,"(Deep) Neural Network, Other",Regression,Feature plot,Interpretability built into the predictive model,Yes,Yes
nips/HeoLKLKYH18,Uncertainty-Aware Attention for Reliable Interpretation and Prediction.,https://proceedings.neurips.cc/paper/2018/hash/285e19f20beded7d215102b49d5c09a0-Abstract.html,2018,NeurIPS,"Jay Heo, Haebeom Lee, Saehoon Kim, Juho Lee, Kwang Joon Kim, Eunho Yang, Sung Ju Hwang",Time series,Outcome Explanation,(Deep) Neural Network,Classification,Feature Importance,Interpretability built into the predictive model,Yes,Yes
nips/Norcliffe-Brown18,Learning Conditioned Graph Structures for Interpretable Visual Question Answering.,https://proceedings.neurips.cc/paper/2018/hash/4aeae10ea1c6433c926cdfa558d31134-Abstract.html,2018,NeurIPS,"Will Norcliffe-Brown, Stathis Vafeias, Sarah Parisot","Images, Text",Transparent Box Design,(Deep) Neural Network,"Classification, Question Answering","Graph, Localization",Interpretability built into the predictive model,Yes,Yes
nips/PlumbMT18,Model Agnostic Supervised Local Explanations.,https://proceedings.neurips.cc/paper/2018/hash/b495ce63ede0f4efc9eec62cb947c162-Abstract.html,2018,NeurIPS,"Gregory Plumb, Denali Molitor, Ameet S. Talwalkar","Tabular / structured, Any","Model Inspection, Outcome Explanation, Transparent Box Design","Tree Ensemble, Any (for a specific task); model-agnostic",Classification,White-box model,"Post-hoc explanation method, Interpretability built into the predictive model",Yes,Yes
nips/TsangLPML18,Neural Interaction Transparency (NIT) - Disentangling Learned Interactions for Improved Interpretability.,https://proceedings.neurips.cc/paper/2018/hash/74378afe5e8b20910cf1f939e57f0480-Abstract.html,2018,NeurIPS,"Michael Tsang, Hanpeng Liu, Sanjay Purushotham, Pavankumar Murali, Yan Liu 0002","Tabular / structured, Images, Any",Model Inspection,"(Deep) Neural Network, Tree Ensemble, Logistic Regression, Any (for a specific task); model-agnostic","Classification, Regression",Disentanglement,Interpretability built into the predictive model,Yes,Yes
nips/Wang18,Multi-value Rule Sets for Interpretable Classification with Feature-Efficient Representations.,https://proceedings.neurips.cc/paper/2018/hash/32bbf7b2bc4ed14eb1e9c2580056a989-Abstract.html,2018,NeurIPS,Tong Wang,Tabular / structured,Transparent Box Design,Bayesian or Hierarchical Network,Classification,Decision Rules,Interpretability built into the predictive model,Yes,Yes
nips/YehKYR18,Representer Point Selection for Explaining Deep Neural Networks.,https://proceedings.neurips.cc/paper/2018/hash/8a7129b8f3edd95b7d969dfc2c8e9d9d-Abstract.html,2018,NeurIPS,"Chih-Kuan Yeh, Joon Sik Kim, Ian En-Hsu Yen, Pradeep Ravikumar","Any, Images",Outcome Explanation,(Deep) Neural Network,Classification,Prototypes,Post-hoc explanation method,Yes,Yes
nips/ZhangSS18,"Interpreting Neural Network Judgments via Minimal, Stable, and Symbolic Corrections.",https://proceedings.neurips.cc/paper/2018/hash/300891a62162b960cf02ce3827bb363c-Abstract.html,2018,NeurIPS,"Xin Zhang 0035, Armando Solar-Lezama, Rishabh Singh",Tabular / structured,Outcome Explanation,(Deep) Neural Network,Classification,Prototypes,Post-hoc explanation method,Yes,Yes
sigir/WangWJY18,Explainable Recommendation via Multi-Task Learning in Opinionated Text Data.,https://doi.org/10.1145/3209978.3210010,2018,SIGIR,"Nan Wang, Hongning Wang, Yiling Jia, Yue Yin","User-item matrix, Text",Outcome Explanation,Other,Recommendation,"Localization, Representation Visualization",Interpretability built into the predictive model,Yes,Yes
www/ChenZLM18,Neural Attentional Rating Regression with Review-level Explanations.,https://doi.org/10.1145/3178876.3186070,2018,WWW,"Chong Chen, Min Zhang 0006, Yiqun Liu 0001, Shaoping Ma","Text, User-item matrix",Outcome Explanation,(Deep) Neural Network,"Classification, Regression",Localization,Interpretability built into the predictive model,Yes,Yes
www/Wang0FNC18,TEM - Tree-enhanced Embedding Model for Explainable Recommendation.,https://doi.org/10.1145/3178876.3186066,2018,WWW,"Xiang Wang 0010, Xiangnan He 0001, Fuli Feng, Liqiang Nie, Tat-Seng Chua",User-item matrix,Outcome Explanation,Other,Recommendation,Feature Importance,"Post-hoc explanation method, Interpretability built into the predictive model",Yes,Yes
www/WuWYLZ18,Sharing Deep Neural Network Models with Interpretation.,https://doi.org/10.1145/3178876.3185995,2018,WWW,"Huijun Wu 0001, Chen Wang 0008, Jie Yin, Kai Lu, Liming Zhu",Images,"Model Inspection, Outcome Explanation",(Deep) Neural Network,Classification,"Graph, Prototypes",Post-hoc explanation method,Yes,Yes
aaai/ZhangCWZ17,Growing Interpretable Part Graphs on ConvNets via Multi-Shot Learning.,http://aaai.org/ocs/index.php/AAAI/AAAI17/paper/view/14909,2017,AAAI,"Quanshi Zhang, Ruiming Cao, Ying Nian Wu, Song-Chun Zhu",Images,Model Inspection,"(Deep) Neural Network, Support Vector Machine",Classification,"Graph, Localization",Post-hoc explanation method,Yes,Yes
acl/XieMDH17,An Interpretable Knowledge Transfer Model for Knowledge Base Completion.,https://doi.org/10.18653/v1/P17-1088,2017,ACL,"Qizhe Xie, Xuezhe Ma, Zihang Dai, Eduard H. Hovy",Tabular / structured,Outcome Explanation,Other,Classification,Feature Importance,Interpretability built into the predictive model,Yes,Yes
cvpr/BauZKO017,Network Dissection - Quantifying Interpretability of Deep Visual Representations.,https://doi.org/10.1109/CVPR.2017.354,2017,CVPR,"David Bau, Bolei Zhou, Aditya Khosla, Aude Oliva, Antonio Torralba 0001",Images,Model Inspection,(Deep) Neural Network,Classification,"Disentanglement, Localization, Text",Post-hoc explanation method,Yes,Yes
cvpr/DongSZZ17,Improving Interpretability of Deep Neural Networks with Semantic Information.,https://doi.org/10.1109/CVPR.2017.110,2017,CVPR,"Yinpeng Dong, Hang Su 0006, Jun Zhu 0001, Bo Zhang 0010",Video,Outcome Explanation,(Deep) Neural Network,Classification,"Feature Importance, Text",Interpretability built into the predictive model,Yes,Yes
cvpr/LiangLSFYX17,Interpretable Structure-Evolving LSTM.,https://doi.org/10.1109/CVPR.2017.234,2017,CVPR,"Xiaodan Liang, Liang Lin, Xiaohui Shen, Jiashi Feng, Shuicheng Yan, Eric P. Xing",Images,Outcome Explanation,(Deep) Neural Network,Classification,Localization,Interpretability built into the predictive model,Yes,Yes
iccv/KimC17,Interpretable Learning for Self-Driving Cars by Visualizing Causal Attention.,https://doi.org/10.1109/ICCV.2017.320,2017,ICCV,"Jinkyu Kim, John F. Canny","Images, Video",Outcome Explanation,(Deep) Neural Network,Regression,Heatmap,Post-hoc explanation method,Yes,Yes
iccv/SelvarajuCDVPB17,Grad-CAM - Visual Explanations from Deep Networks via Gradient-Based Localization.,https://doi.org/10.1109/ICCV.2017.74,2017,ICCV,"Ramprasaath R. Selvaraju, Michael Cogswell, Abhishek Das, Ramakrishna Vedantam, Devi Parikh, Dhruv Batra","Images, Text",Outcome Explanation,(Deep) Neural Network,Classification,"Heatmap, Localization",Post-hoc explanation method,Yes,Yes
iccv/WorrallGTB17,Interpretable Transformations with Encoder-Decoder Networks.,https://doi.org/10.1109/ICCV.2017.611,2017,ICCV,"Daniel E. Worrall, Stephan J. Garbin, Daniyar Turmukhambetov, Gabriel J. Brostow",Images,Model Inspection,(Deep) Neural Network,"Classification, Generation, Representation learning",Disentanglement,Interpretability built into the predictive model,Yes,Yes
icdm/OyamadaN17,Relational Mixture of Experts - Explainable Demographics Prediction with Behavioral Data.,https://doi.org/10.1109/ICDM.2017.45,2017,ICDM,"Masafumi Oyamada, Shinji Nakadai",User-item matrix,Model Inspection,"Support Vector Machine, Bayesian or Hierarchical Network",Classification,"Decision Rules, Heatmap",Interpretability built into the predictive model,Yes,Yes
iclr/YuV17,Towards Deep Interpretability (MUS-ROVER II) - Learning Hierarchical Representations of Tonal Music.,https://openreview.net/forum?id=ryhqQFKgl,2017,ICLR,"Haizi Yu, Lav R. Varshney",Other,Transparent Box Design,Bayesian or Hierarchical Network,Representation learning,"Decision Rules, Graph",Interpretability built into the predictive model,Yes,Yes
icml/DempseyMSDGMR17,"iSurvive - An Interpretable, Event-time Prediction Model for mHealth.",http://proceedings.mlr.press/v70/dempsey17a.html,2017,ICML,"Walter H. Dempsey, Alexander Moreno, Christy K. Scott, Michael L. Dennis, David H. Gustafson, Susan A. Murphy, James M. Rehg","Tabular / structured, Time series",Transparent Box Design,Other,Regression,White-box model,Interpretability built into the predictive model,Yes,Yes
icml/FoersterGSCS17,Input Switched Affine Networks - An RNN Architecture Designed for Interpretability.,http://proceedings.mlr.press/v70/foerster17a.html,2017,ICML,"Jakob N. Foerster, Justin Gilmer, Jascha Sohl-Dickstein, Jan Chorowski, David Sussillo",Text,"Outcome Explanation, Transparent Box Design",(Deep) Neural Network,Generation,"Feature Importance, Feature plot",Interpretability built into the predictive model,Yes,Yes
ijcai/RossHD17,Right for the Right Reasons - Training Differentiable Models by Constraining their Explanations.,https://doi.org/10.24963/ijcai.2017/371,2017,IJCAI,"Andrew Slavin Ross, Michael C. Hughes, Finale Doshi-Velez","Tabular / structured, Images, Text",Outcome Explanation,(Deep) Neural Network,Classification,"Feature Importance, Heatmap",Supervised explanation training,Yes,Yes
kdd/TolomeiSHL17,Interpretable Predictions of Tree-based Ensembles via Actionable Feature Tweaking.,https://doi.org/10.1145/3097983.3098039,2017,KDD,"Gabriele Tolomei, Fabrizio Silvestri, Andrew Haines, Mounia Lalmas",Tabular / structured,Model Inspection,Tree Ensemble,Classification,Other,Post-hoc explanation method,Yes,Yes
nips/ElenbergDFK17,Streaming Weak Submodularity - Interpreting Neural Networks on the Fly.,https://proceedings.neurips.cc/paper/2017/hash/c182f930a06317057d31c73bb2fedd4f-Abstract.html,2017,NeurIPS,"Ethan R. Elenberg, Alexandros G. Dimakis, Moran Feldman, Amin Karbasi",Images,Outcome Explanation,(Deep) Neural Network,Classification,Localization,Post-hoc explanation method,Yes,Yes
nips/HsuZG17,Unsupervised Learning of Disentangled and Interpretable Representations from Sequential Data.,https://proceedings.neurips.cc/paper/2017/hash/0a0a0c8aaa00ade50f74a3f0ca981ed7-Abstract.html,2017,NeurIPS,"Wei-Ning Hsu, Yu Zhang 0033, James R. Glass",Time series,Model Inspection,(Deep) Neural Network,Representation learning,"Disentanglement, Representation Synthesis",Interpretability built into the predictive model,Yes,Yes
nips/LiSE17,InfoGAIL - Interpretable Imitation Learning from Visual Demonstrations.,https://proceedings.neurips.cc/paper/2017/hash/2cd4e8a2ce081c3d7c32c3cde4312ef7-Abstract.html,2017,NeurIPS,"Yunzhu Li, Jiaming Song, Stefano Ermon",Other,Transparent Box Design,Other,Policy learning,Disentanglement,Interpretability built into the predictive model,Yes,Yes
nips/LundbergL17,A Unified Approach to Interpreting Model Predictions.,https://proceedings.neurips.cc/paper/2017/hash/8a20a8621978632d76c43dfd28b67767-Abstract.html,2017,NeurIPS,"Scott M. Lundberg, Su-In Lee","Tabular / structured, Images, Any",Outcome Explanation,"(Deep) Neural Network, Any (for a specific task); model-agnostic","Classification, Regression","Feature Importance, Heatmap",Post-hoc explanation method,Yes,Yes
nips/RaghuGYS17,SVCCA - Singular Vector Canonical Correlation Analysis for Deep Learning Dynamics and Interpretability.,https://proceedings.neurips.cc/paper/2017/hash/dc6a7e655d7e5840e66733e9ee67cc69-Abstract.html,2017,NeurIPS,"Maithra Raghu, Justin Gilmer, Jason Yosinski, Jascha Sohl-Dickstein","Tabular / structured, Images",Model Inspection,(Deep) Neural Network,"Classification, Regression",Feature Importance,Post-hoc explanation method,Yes,Yes
icdm/ChenCHCCSD16,Interpretable Clustering via Discriminative Rectangle Mixture Model.,https://doi.org/10.1109/ICDM.2016.0097,2016,ICDM,"Junxiang Chen, Yale Chang, Brian Hobbs, Peter J. Castaldi, Michael H. Cho, Edwin K. Silverman, Jennifer G. Dy",Tabular / structured,Model Inspection,Other,Clustering,"Decision Rules, Representation Visualization",Interpretability built into the predictive model,Yes,Yes
icdm/DangSSSB16,Outlier Detection from Network Data with Subnetwork Interpretation.,https://doi.org/10.1109/ICDM.2016.0101,2016,ICDM,"Xuan-Hong Dang, Arlei Silva, Ambuj K. Singh, Ananthram Swami, Prithwish Basu",Graph data,Model Inspection,Other,Anomaly detection,Localization,Interpretability built into the predictive model,Yes,Yes
icdm/WangRDLKM16,Bayesian Rule Sets for Interpretable Classification.,https://doi.org/10.1109/ICDM.2016.0171,2016,ICDM,"Tong Wang 0011, Cynthia Rudin, Finale Doshi-Velez, Yimin Liu, Erica Klampfl, Perry MacNeille",Tabular / structured,Transparent Box Design,Bayesian or Hierarchical Network,Classification,Decision Rules,Interpretability built into the predictive model,Yes,Yes
kdd/LakkarajuBL16,Interpretable Decision Sets - A Joint Framework for Description and Prediction.,https://doi.org/10.1145/2939672.2939874,2016,KDD,"Himabindu Lakkaraju, Stephen H. Bach, Jure Leskovec",Tabular / structured,Transparent Box Design,Other,Classification,Decision Rules,Interpretability built into the predictive model,Yes,Yes
kdd/Ribeiro0G16,"""Why Should I Trust You?"" - Explaining the Predictions of Any Classifier.",https://doi.org/10.1145/2939672.2939778,2016,KDD,"Marco Túlio Ribeiro, Sameer Singh 0001, Carlos Guestrin","Tabular / structured, Images, Text","Model Inspection, Outcome Explanation","(Deep) Neural Network, Tree Ensemble, Support Vector Machine, Any (for a specific task); model-agnostic, Logistic Regression, Other","Classification, Regression","Feature Importance, Localization",Post-hoc explanation method,Yes,Yes
